Layer 1,Layer 2,Layer 3,R2,MAE
14,10,7,0.8976,0.07829
14,10,8,0.89464,0.08854
14,10,9,0.84849,0.09318
14,10,10,0.90621,0.08037
14,11,0,0.7863,0.10966
14,11,1,0.78796,0.10827
14,11,2,0.7996,0.11348
14,11,3,0.83073,0.09542
14,11,4,0.7942,0.10349
14,11,5,0.84229,0.08361
14,11,6,0.81257,0.09264
14,11,7,0.86937,0.08228
14,11,8,0.81273,0.10483
14,11,9,0.80203,0.10248
14,11,10,0.83626,0.09506
14,12,0,0.85822,0.08603
14,12,1,-0.00011,0.53444
14,12,2,-0.00011,0.5344
14,12,3,0.93387,0.07141
14,12,4,0.8987,0.0912
14,12,5,0.84715,0.09235
14,12,6,0.84882,0.09714
14,12,7,0.77105,0.12502
14,12,8,0.8448,0.09462
14,12,9,0.84054,0.10175
14,12,10,0.84193,0.09253
14,13,0,0.83744,0.09604
14,13,1,0.83579,0.10082
14,13,2,0.01766,0.52027
14,13,3,0.8201,0.11
14,13,4,0.90943,0.07644
14,13,5,0.91645,0.07365
14,13,6,0.86809,0.09363
14,13,7,0.83642,0.10358
14,13,8,0.84281,0.09427
14,13,9,0.84954,0.09243
14,13,10,0.86996,0.08961
14,14,0,0.83242,0.08968
14,14,1,-3E-05,0.53484
14,14,2,-0.0001,0.53445
14,14,3,0.84501,0.0958
14,14,4,0.83218,0.09966
14,14,5,0.81027,0.11565
14,14,6,0.87754,0.09236
14,14,7,0.84852,0.10424
14,14,8,0.91059,0.08229
14,14,9,0.82149,0.09126
14,14,10,0.87513,0.09262
14,15,0,0.85686,0.09166
14,15,1,-7E-05,0.53459
14,15,2,-0.0001,0.53448
14,15,3,0.85081,0.09208
14,15,4,0.87618,0.08698
14,15,5,0.88776,0.08288
14,15,6,0.86063,0.10018
14,15,7,0.91952,0.06956
14,15,8,0.82819,0.10899
14,15,9,0.85583,0.08941
14,15,10,0.82819,0.09147
14,16,0,0.85786,0.08361
14,16,1,-8E-05,0.53456
14,16,2,0.8679,0.08925
14,16,3,0.81808,0.10349
14,16,4,-9E-05,0.53452
14,16,5,0.88109,0.09143
14,16,6,0.85051,0.10077
14,16,7,0.85774,0.0987
14,16,8,0.89498,0.07848
14,16,9,0.82602,0.10485
14,16,10,0.86891,0.09152
14,17,0,0.80896,0.10509
14,17,1,-0.0001,0.53448
14,17,2,0.85282,0.09498
14,17,3,-6E-05,0.53465
14,17,4,0.84289,0.09974
14,17,5,0.82473,0.09343
14,17,6,0.82318,0.10486
14,17,7,0.82514,0.10986
14,17,8,0.87042,0.0861
14,17,9,0.83706,0.10544
14,17,10,0.88899,0.07957
14,18,0,0.8043,0.10274
14,18,1,0.83519,0.10379
14,18,2,-8E-05,0.53456
14,18,3,0.82949,0.10097
14,18,4,0.84216,0.09982
14,18,5,0.84317,0.08632
14,18,6,0.85321,0.10827
14,18,7,0.91515,0.06824
14,18,8,0.83254,0.09716
14,18,9,0.86367,0.10271
14,18,10,0.85572,0.09232
14,19,0,0.82892,0.09597
14,19,1,-6E-05,0.53464
14,19,2,0.82384,0.09149
14,19,3,-7E-05,0.5346
14,19,4,0.81666,0.10081
14,19,5,0.83662,0.09146
14,19,6,0.89238,0.08319
14,19,7,0.87288,0.0796
14,19,8,0.89058,0.08004
14,19,9,0.91329,0.07456
14,19,10,0.84489,0.09188
14,20,0,0.84769,0.09546
14,20,1,-7E-05,0.53463
14,20,2,0.88143,0.07981
14,20,3,0.83625,0.09973
14,20,4,0.82781,0.11552
14,20,5,0.88971,0.09979
14,20,6,0.83753,0.10801
14,20,7,0.81044,0.11345
14,20,8,0.83762,0.11289
14,20,9,0.88054,0.08691
14,20,10,0.87032,0.08068
15,0,0,0.70871,0.14045
15,1,0,0.61291,0.16987
15,1,1,0.71773,0.14875
15,1,2,0.75096,0.13103
15,1,3,-0.0001,0.53448
15,1,4,-7E-05,0.53459
15,1,5,0.66374,0.13541
15,1,6,0.72096,0.14031
15,1,7,-1E-05,0.53517
15,1,8,0,0.53544
15,1,9,0.8132,0.11482
15,1,10,0.72605,0.14107
15,2,0,0.74281,0.13132
15,2,1,-8E-05,0.53458
15,2,2,0.73246,0.15553
15,2,3,0,0.53559
15,2,4,0.8015,0.12961
15,2,5,0.76646,0.14319
15,2,6,0.76932,0.14012
15,2,7,0.74437,0.17248
15,2,8,0.80008,0.11815
15,2,9,0.78688,0.11888
15,2,10,0.77711,0.14882
15,3,0,0.80287,0.10463
15,3,1,0.79983,0.10739
15,3,2,0.69075,0.13952
15,3,3,0.78084,0.12704
15,3,4,0.39712,0.2302
15,3,5,0.80003,0.10319
15,3,6,0.64683,0.1453
15,3,7,0.76555,0.13564
15,3,8,0.70234,0.10781
15,3,9,0.70111,0.11165
15,3,10,0.77176,0.17363
15,4,0,0.81041,0.10858
15,4,1,0.80726,0.11799
15,4,2,0.7396,0.13486
15,4,3,0.78115,0.11618
15,4,4,0.82547,0.10309
15,4,5,0.75548,0.13076
15,4,6,0.73823,0.13137
15,4,7,0.80933,0.10586
15,4,8,0.75609,0.13747
15,4,9,0.80373,0.11543
15,4,10,0.79521,0.12573
15,5,0,0.82359,0.10367
15,5,1,0.79942,0.1302
15,5,2,-0.0001,0.53446
15,5,3,0.81008,0.10351
15,5,4,0.80903,0.10812
15,5,5,0.80909,0.11268
15,5,6,0.80745,0.10739
15,5,7,0.81765,0.10167
15,5,8,0.82251,0.10858
15,5,9,0.81954,0.112
15,5,10,0.84896,0.09758
15,6,0,0.78881,0.10595
15,6,1,0.80585,0.10238
15,6,2,0.82885,0.10511
15,6,3,0.81167,0.12252
15,6,4,0.80876,0.1196
15,6,5,0.82441,0.11777
15,6,6,0.83468,0.09
15,6,7,0.85556,0.09808
15,6,8,0.85078,0.10934
15,6,9,0.79275,0.11252
15,6,10,0.83454,0.11144
15,7,0,0.76865,0.13137
15,7,1,-3E-05,0.5349
15,7,2,0.80047,0.10932
15,7,3,0.84108,0.09756
15,7,4,0.88134,0.09256
15,7,5,0.85769,0.10059
15,7,6,0.82203,0.101
15,7,7,0.84237,0.10177
15,7,8,0.81301,0.10867
15,7,9,0.82739,0.09973
15,7,10,0.80726,0.11286
15,8,0,0.82248,0.10712
15,8,1,0.8095,0.10512
15,8,2,0.7969,0.10955
15,8,3,0.80824,0.11369
15,8,4,0.82873,0.11851
15,8,5,0.81092,0.12225
15,8,6,0.83238,0.09985
15,8,7,0.79014,0.10267
15,8,8,0.79714,0.1278
15,8,9,0.81908,0.10048
15,8,10,0.87111,0.08273
15,9,0,0.79164,0.11841
15,9,1,0.82186,0.11675
15,9,2,0.80453,0.1032
15,9,3,-0.0001,0.53448
15,9,4,0.83634,0.10981
15,9,5,0.81167,0.09302
15,9,6,0.85379,0.09095
15,9,7,0.86026,0.1132
15,9,8,0.8501,0.09535
15,9,9,0.87264,0.0888
15,9,10,0.79885,0.11765
15,10,0,0.83035,0.10137
15,10,1,0.83708,0.1141
15,10,2,0.83247,0.10336
15,10,3,-5E-05,0.53471
15,10,4,0.80332,0.12246
15,10,5,0.81171,0.11526
15,10,6,0.84257,0.09936
15,10,7,0.84181,0.10109
15,10,8,0.79314,0.1063
15,10,9,0.82878,0.09645
15,10,10,0.81719,0.09087
15,11,0,0.81525,0.10528
15,11,1,0.82935,0.0921
15,11,2,0.8268,0.10999
15,11,3,0.80085,0.11818
15,11,4,0.84082,0.10212
15,11,5,0.82265,0.11396
15,11,6,0.80927,0.12039
15,11,7,0.82047,0.1113
15,11,8,0.80065,0.12078
15,11,9,0.84374,0.09693
15,11,10,0.81461,0.09579
15,12,0,0.80613,0.09573
15,12,1,-0.00011,0.5344
15,12,2,0.81297,0.12405
15,12,3,0.82246,0.10862
15,12,4,0.83856,0.09908
15,12,5,0.8594,0.08566
15,12,6,0.8323,0.10227
15,12,7,0.81667,0.09632
15,12,8,0.81058,0.09987
15,12,9,0.84738,0.07972
15,12,10,0.83895,0.10918
15,13,0,0.79954,0.11238
15,13,1,0.81959,0.0999
15,13,2,0.82839,0.11634
15,13,3,0.83385,0.08612
15,13,4,0.80778,0.09929
15,13,5,0.83022,0.09984
15,13,6,0.82679,0.10486
15,13,7,0.83529,0.09809
15,13,8,0.79273,0.11019
15,13,9,0.82104,0.10407
15,13,10,0.83535,0.10031
15,14,0,0.84081,0.09833
15,14,1,0.82285,0.12693
15,14,2,-5E-05,0.53472
15,14,3,0.81964,0.10734
15,14,4,0.81127,0.10255
15,14,5,0.82821,0.10062
15,14,6,0.81652,0.11372
15,14,7,0.84761,0.09371
15,14,8,0.84625,0.08727
15,14,9,0.81309,0.11203
15,14,10,0.87551,0.09027
15,15,0,0.82327,0.10532
15,15,1,0.81675,0.10339
15,15,2,-7E-05,0.53459
15,15,3,-9E-05,0.53453
15,15,4,0.84071,0.0959
15,15,5,0.83293,0.09841
15,15,6,0.82698,0.09745
15,15,7,0.86482,0.08454
15,15,8,0.83191,0.11441
15,15,9,0.82847,0.09442
15,15,10,0.8559,0.09497
15,16,0,0.82398,0.09896
15,16,1,-7E-05,0.53459
15,16,2,0.81216,0.10213
15,16,3,0.82289,0.11771
15,16,4,0.82928,0.09461
15,16,5,0.84476,0.08741
15,16,6,0.83108,0.10482
15,16,7,0.80505,0.11263
15,16,8,0.81828,0.10264
15,16,9,0.84103,0.11728
15,16,10,0.82828,0.11022
15,17,0,0.81585,0.09959
15,17,1,-7E-05,0.53464
15,17,2,0.79995,0.11818
15,17,3,0.81131,0.1167
15,17,4,-6E-05,0.53466
15,17,5,0.82291,0.09843
15,17,6,0.81711,0.10697
15,17,7,0.84922,0.11872
15,17,8,0.82879,0.09305
15,17,9,0.80928,0.10858
15,17,10,0.91718,0.08206
15,18,0,0.82641,0.09582
15,18,1,0.81814,0.10216
15,18,2,0.83335,0.09288
15,18,3,0.819,0.12378
15,18,4,0.82452,0.0889
15,18,5,0.86113,0.08516
15,18,6,0.8511,0.09692
15,18,7,0.8508,0.08791
15,18,8,0.86964,0.09162
15,18,9,0.81703,0.12005
15,18,10,0.81971,0.11128
15,19,0,0.82059,0.08955
15,19,1,0.82441,0.11536
15,19,2,0.84993,0.09255
15,19,3,0.81336,0.10068
15,19,4,0.8454,0.10022
15,19,5,0.81979,0.10372
15,19,6,0.83425,0.0928
15,19,7,0.82853,0.0944
15,19,8,0.82635,0.10281
15,19,9,0.80227,0.15559
15,19,10,0.86684,0.08372
15,20,0,0.81149,0.10549
15,20,1,0.80887,0.09819
15,20,2,0.81488,0.10299
15,20,3,0.87424,0.09297
15,20,4,0.83288,0.09116
15,20,5,0.84439,0.08731
15,20,6,0.83873,0.10736
15,20,7,0.81727,0.10363
15,20,8,0.85761,0.10698
15,20,9,0.86682,0.09643
15,20,10,0.83162,0.1059
16,0,0,0.75275,0.13148
16,1,0,-8E-05,0.53454
16,1,1,-7E-05,0.53463
16,1,2,0.24604,0.33683
16,1,3,0,0.53534
16,1,4,0.5231,0.24379
16,1,5,0.52986,0.23785
16,1,6,0.01859,0.52083
16,1,7,0,0.53533
16,1,8,0.54459,0.24625
16,1,9,0.01885,0.51969
16,1,10,0.53446,0.2382
16,2,0,0.8024,0.10509
16,2,1,-8E-05,0.53454
16,2,2,0.75717,0.14711
16,2,3,0.72529,0.17018
16,2,4,0.8004,0.10893
16,2,5,0.18433,0.36542
16,2,6,0,0.53538
16,2,7,0.78777,0.11447
16,2,8,0.8326,0.10833
16,2,9,0.7959,0.1223
16,2,10,0.8458,0.11485
16,3,0,0.7745,0.12566
16,3,1,-7E-05,0.53459
16,3,2,-1E-05,0.53563
16,3,3,0.70279,0.11685
16,3,4,0.81349,0.10597
16,3,5,0.86724,0.10345
16,3,6,-3E-05,0.53596
16,3,7,0.81136,0.1151
16,3,8,0.82409,0.09816
16,3,9,0.71459,0.13205
16,3,10,0.70935,0.1284
16,4,0,0.84966,0.09176
16,4,1,0.81516,0.10791
16,4,2,0.79361,0.1296
16,4,3,0.80913,0.10515
16,4,4,0.81899,0.09974
16,4,5,0.81476,0.11639
16,4,6,0.84663,0.10934
16,4,7,0.83372,0.09651
16,4,8,0.83336,0.1002
16,4,9,0.86727,0.09483
16,4,10,0.83704,0.10925
16,5,0,0.78278,0.10292
16,5,1,-0.0001,0.53445
16,5,2,0.79246,0.11358
16,5,3,0.83226,0.09349
16,5,4,0.82407,0.11368
16,5,5,0.82307,0.09309
16,5,6,0.81294,0.12332
16,5,7,0.86023,0.08853
16,5,8,0.84695,0.09103
16,5,9,0.75994,0.12774
16,5,10,0.82998,0.1213
16,6,0,0.83024,0.1021
16,6,1,-8E-05,0.53454
16,6,2,0.84816,0.1055
16,6,3,0.80562,0.12166
16,6,4,0.83552,0.11392
16,6,5,0.81234,0.09846
16,6,6,0.79177,0.12804
16,6,7,0.90222,0.08157
16,6,8,0.87887,0.09098
16,6,9,0.8726,0.0853
16,6,10,0.82252,0.10026
16,7,0,0.7992,0.11103
16,7,1,0.67729,0.13339
16,7,2,0.82886,0.10429
16,7,3,0.86133,0.09492
16,7,4,0.81546,0.11221
16,7,5,0.84468,0.09349
16,7,6,0.82972,0.08991
16,7,7,0.77241,0.11455
16,7,8,0.82168,0.11905
16,7,9,0.83563,0.09351
16,7,10,0.86455,0.11167
16,8,0,0.81069,0.09313
16,8,1,-4E-05,0.53479
16,8,2,0.82122,0.12036
16,8,3,0.83101,0.10204
16,8,4,0.84833,0.09628
16,8,5,0.84081,0.09586
16,8,6,0.78224,0.11551
16,8,7,0.80851,0.1118
16,8,8,0.87524,0.09204
16,8,9,0.85372,0.09403
16,8,10,0.85446,0.08834
16,9,0,0.86163,0.10299
16,9,1,0.85823,0.10227
16,9,2,0.83596,0.1104
16,9,3,0.82359,0.10438
16,9,4,0.82575,0.1022
16,9,5,0.83784,0.09473
16,9,6,0.83176,0.09939
16,9,7,0.83046,0.11682
16,9,8,0.82384,0.09252
16,9,9,0.83575,0.10052
16,9,10,0.81325,0.11553
16,10,0,0.81471,0.09738
16,10,1,-3E-05,0.53491
16,10,2,0.78859,0.1197
16,10,3,0.83618,0.09924
16,10,4,0.87897,0.09454
16,10,5,0.8229,0.11131
16,10,6,0.85824,0.09945
16,10,7,0.90344,0.07978
16,10,8,0.84918,0.09357
16,10,9,0.85024,0.09229
16,10,10,0.88964,0.08899
16,11,0,0.81392,0.09742
16,11,1,-6E-05,0.53466
16,11,2,0.88721,0.09744
16,11,3,0.78927,0.11291
16,11,4,0.85125,0.11991
16,11,5,0.82569,0.10122
16,11,6,0.82241,0.09895
16,11,7,0.83548,0.11034
16,11,8,0.89072,0.09997
16,11,9,0.81646,0.10085
16,11,10,0.85671,0.10231
16,12,0,0.81077,0.10431
16,12,1,0.82652,0.09656
16,12,2,0.82049,0.11329
16,12,3,0.81163,0.12338
16,12,4,0.82749,0.11316
16,12,5,0.82913,0.09634
16,12,6,0.8573,0.09802
16,12,7,0.85224,0.0925
16,12,8,0.86172,0.10002
16,12,9,0.8783,0.08907
16,12,10,0.82075,0.10322
16,13,0,0.82534,0.08807
16,13,1,0.84246,0.0964
16,13,2,0.86936,0.08793
16,13,3,0.82912,0.09863
16,13,4,0.81401,0.09356
16,13,5,0.84227,0.09484
16,13,6,0.83298,0.09545
16,13,7,0.88148,0.08643
16,13,8,0.85072,0.09255
16,13,9,0.8592,0.09382
16,13,10,0.80446,0.11107
16,14,0,0.82536,0.09871
16,14,1,0.82448,0.10176
16,14,2,0.83639,0.10302
16,14,3,0.82064,0.10045
16,14,4,0.88034,0.08225
16,14,5,0.83646,0.10457
16,14,6,0.84258,0.09646
16,14,7,0.85405,0.09372
16,14,8,0.80047,0.12119
16,14,9,0.82532,0.10036
16,14,10,0.85406,0.09558
16,15,0,0.82478,0.09983
16,15,1,0.81556,0.10254
16,15,2,0.86152,0.08781
16,15,3,-8E-05,0.53456
16,15,4,0.87465,0.08876
16,15,5,0.81519,0.11015
16,15,6,0.83231,0.10114
16,15,7,0.8956,0.08807
16,15,8,0.89265,0.08216
16,15,9,0.90783,0.08008
16,15,10,0.87075,0.08523
16,16,0,0.83139,0.09235
16,16,1,-6E-05,0.53469
16,16,2,0.82233,0.08998
16,16,3,0.82725,0.08854
16,16,4,0.86287,0.09018
16,16,5,0.82817,0.09746
16,16,6,0.83196,0.08892
16,16,7,0.82539,0.10109
16,16,8,0.82893,0.09734
16,16,9,0.84317,0.09916
16,16,10,0.87832,0.0978
16,17,0,0.83174,0.09525
16,17,1,-4E-05,0.53481
16,17,2,0.83841,0.10097
16,17,3,0.83845,0.09522
16,17,4,0.8048,0.10095
16,17,5,0.87106,0.11344
16,17,6,0.81648,0.11113
16,17,7,0.87326,0.08454
16,17,8,0.84243,0.09823
16,17,9,0.91132,0.08561
16,17,10,0.84009,0.09438
16,18,0,0.83294,0.09895
16,18,1,0.81938,0.09868
16,18,2,-6E-05,0.53467
16,18,3,0.80935,0.10465
16,18,4,0.82165,0.1096
16,18,5,0.8874,0.09168
16,18,6,0.87533,0.08916
16,18,7,0.90504,0.0808
16,18,8,0.84765,0.10794
16,18,9,0.8584,0.09087
16,18,10,0.8547,0.08521
16,19,0,0.84537,0.09661
16,19,1,-0.0001,0.53447
16,19,2,-9E-05,0.53451
16,19,3,-8E-05,0.53457
16,19,4,0.84437,0.10071
16,19,5,0.82719,0.09918
16,19,6,0.85093,0.1337
16,19,7,0.80689,0.10397
16,19,8,0.83692,0.09511
16,19,9,0.87686,0.08382
16,19,10,0.88218,0.08683
16,20,0,0.84662,0.09152
16,20,1,-9E-05,0.53452
16,20,2,0.82472,0.09687
16,20,3,0.88171,0.09222
16,20,4,0.83636,0.08576
16,20,5,0.87216,0.09018
16,20,6,-0.0001,0.53446
16,20,7,0.81216,0.10123
16,20,8,0.81751,0.10715
16,20,9,0.83735,0.09252
16,20,10,0.88123,0.07191
17,0,0,0.74865,0.12845
17,1,0,-4E-05,0.53478
17,1,1,-7E-05,0.53462
17,1,2,0.52122,0.24481
17,1,3,0.412,0.22473
17,1,4,0.5169,0.24347
17,1,5,0.53506,0.23926
17,1,6,0,0.5352
17,1,7,0.54472,0.23296
17,1,8,0.55937,0.23206
17,1,9,0.52411,0.24468
17,1,10,0,0.53524
17,2,0,0.79403,0.12483
17,2,1,0.79608,0.12901
17,2,2,-9E-05,0.5345
17,2,3,0.79178,0.11624
17,2,4,0.7107,0.13264
17,2,5,0.06977,0.5086
17,2,6,0.77593,0.1272
17,2,7,0.81325,0.13177
17,2,8,0.82379,0.11538
17,2,9,0.83551,0.12162
17,2,10,0.78086,0.13825
17,3,0,0.56532,0.2023
17,3,1,0.72774,0.15828
17,3,2,0.7693,0.12699
17,3,3,0.78406,0.12025
17,3,4,0.7758,0.13045
17,3,5,0.61336,0.20924
17,3,6,0.82073,0.10678
17,3,7,0.71924,0.10086
17,3,8,0.87238,0.10215
17,3,9,0.84773,0.11605
17,3,10,0.80843,0.11741
17,4,0,0.78697,0.11259
17,4,1,-0.00011,0.53444
17,4,2,-0.00011,0.53443
17,4,3,0.80201,0.1218
17,4,4,0.81334,0.10318
17,4,5,0.81436,0.11701
17,4,6,0.88181,0.10683
17,4,7,0.79893,0.10358
17,4,8,0.82282,0.1263
17,4,9,0.84623,0.09594
17,4,10,0.85304,0.11007
17,5,0,0.81252,0.12123
17,5,1,0.8073,0.12158
17,5,2,0.83907,0.09574
17,5,3,0.8366,0.09318
17,5,4,0.83097,0.09729
17,5,5,0.89452,0.08749
17,5,6,0.85191,0.10085
17,5,7,0.85251,0.09784
17,5,8,0.90122,0.09112
17,5,9,0.84057,0.10929
17,5,10,0.81059,0.13956
17,6,0,0.79039,0.1229
17,6,1,-8E-05,0.53457
17,6,2,0.81724,0.0969
17,6,3,0.90045,0.08231
17,6,4,0.83046,0.10638
17,6,5,0.85353,0.09278
17,6,6,0.86826,0.10196
17,6,7,0.87266,0.10195
17,6,8,0.8939,0.09444
17,6,9,0.82112,0.09603
17,6,10,0.82455,0.09853
17,7,0,0.79659,0.11298
17,7,1,-7E-05,0.53461
17,7,2,0.88682,0.08397
17,7,3,0.92469,0.08337
17,7,4,0.84364,0.08054
17,7,5,0.82933,0.10653
17,7,6,0.86011,0.10179
17,7,7,0.91489,0.07919
17,7,8,0.83426,0.10014
17,7,9,0.89072,0.11076
17,7,10,0.86239,0.08698
17,8,0,0.81295,0.10434
17,8,1,0.83055,0.10027
17,8,2,0.84102,0.10138
17,8,3,0.84516,0.10049
17,8,4,0.81264,0.11114
17,8,5,0.81983,0.10224
17,8,6,0.83575,0.11501
17,8,7,0.85252,0.09239
17,8,8,0.83367,0.118
17,8,9,0.85882,0.08654
17,8,10,0.83836,0.11048
17,9,0,0.80954,0.10531
17,9,1,0.81567,0.10737
17,9,2,-6E-05,0.53469
17,9,3,0.83829,0.09482
17,9,4,0.83344,0.09144
17,9,5,0.84707,0.09157
17,9,6,0.85393,0.09684
17,9,7,0.85107,0.09146
17,9,8,0.81215,0.10248
17,9,9,0.85115,0.09408
17,9,10,0.81254,0.0961
17,10,0,0.76182,0.12114
17,10,1,0.78316,0.11225
17,10,2,0.81348,0.12469
17,10,3,0.8399,0.09227
17,10,4,0.8385,0.10324
17,10,5,0.81819,0.11493
17,10,6,0.82593,0.1064
17,10,7,0.86185,0.09795
17,10,8,0.83408,0.09117
17,10,9,0.80868,0.11824
17,10,10,0.86973,0.08388
17,11,0,0.85636,0.10216
17,11,1,0.86942,0.10365
17,11,2,0.83395,0.10379
17,11,3,0.84727,0.08651
17,11,4,0.83877,0.09043
17,11,5,0.83407,0.09481
17,11,6,0.86423,0.08783
17,11,7,0.85604,0.1005
17,11,8,0.8497,0.09604
17,11,9,0.83621,0.11394
17,11,10,0.85202,0.08374
17,12,0,0.83623,0.10589
17,12,1,0.89196,0.09624
17,12,2,0.83716,0.10772
17,12,3,-0.0001,0.53448
17,12,4,0.80896,0.10243
17,12,5,0.85504,0.09825
17,12,6,0.83283,0.10865
17,12,7,0.84595,0.10893
17,12,8,0.84367,0.08754
17,12,9,0.83997,0.09885
17,12,10,0.87116,0.09685
17,13,0,0.8093,0.1103
17,13,1,-0.0001,0.53445
17,13,2,0.83077,0.10427
17,13,3,0.87713,0.09442
17,13,4,0.80107,0.10272
17,13,5,0.85263,0.0997
17,13,6,0.85928,0.10107
17,13,7,0.8323,0.10663
17,13,8,0.81958,0.09553
17,13,9,0.88742,0.11226
17,13,10,0.86686,0.08614
17,14,0,0.82343,0.10427
17,14,1,0.87957,0.08445
17,14,2,0.82243,0.11158
17,14,3,0.85355,0.10256
17,14,4,0.87173,0.08792
17,14,5,0.84338,0.1071
17,14,6,0.87289,0.08553
17,14,7,0.84788,0.09135
17,14,8,0.8329,0.09185
17,14,9,0.81972,0.10091
17,14,10,0.86789,0.09294
17,15,0,0.78058,0.11521
17,15,1,-0.0001,0.53446
17,15,2,0.83914,0.09569
17,15,3,0.80978,0.10382
17,15,4,0.84658,0.09108
17,15,5,0.84423,0.0976
17,15,6,0.81369,0.09918
17,15,7,0.83033,0.10426
17,15,8,0.86181,0.09528
17,15,9,0.85351,0.09107
17,15,10,0.89371,0.09647
17,16,0,0.81028,0.10111
17,16,1,0.00302,0.53212
17,16,2,-9E-05,0.53452
17,16,3,0.82703,0.10115
17,16,4,0.83934,0.09067
17,16,5,0.84962,0.1039
17,16,6,0.8197,0.09958
17,16,7,0.81154,0.10809
17,16,8,0.83824,0.09375
17,16,9,0.86117,0.09745
17,16,10,0.83374,0.09278
17,17,0,0.8675,0.09124
17,17,1,0.01283,0.52517
17,17,2,0.82,0.11075
17,17,3,0.84359,0.09337
17,17,4,0.83178,0.09998
17,17,5,0.85738,0.08676
17,17,6,0.85357,0.10597
17,17,7,0.85533,0.09563
17,17,8,0.80114,0.10631
17,17,9,0.81395,0.12344
17,17,10,0.91873,0.08051
17,18,0,0.85609,0.09539
17,18,1,-9E-05,0.53453
17,18,2,0.83245,0.10305
17,18,3,0.88533,0.08428
17,18,4,0.90844,0.07356
17,18,5,0.81648,0.11742
17,18,6,0.89764,0.08047
17,18,7,-6E-05,0.53466
17,18,8,0.84058,0.09939
17,18,9,0.82404,0.10686
17,18,10,0.83308,0.09865
17,19,0,0.82797,0.09309
17,19,1,0.83012,0.11202
17,19,2,0.83361,0.08975
17,19,3,0.85605,0.08613
17,19,4,0.89781,0.0836
17,19,5,0.82171,0.10891
17,19,6,0.89906,0.08179
17,19,7,0.81117,0.11012
17,19,8,0.86262,0.09178
17,19,9,0.93692,0.07348
17,19,10,0.91951,0.07534
17,20,0,0.80789,0.10035
17,20,1,-8E-05,0.53456
17,20,2,-8E-05,0.53455
17,20,3,0.82672,0.1236
17,20,4,0.84717,0.09427
17,20,5,0.85342,0.0977
17,20,6,0.81998,0.09976
17,20,7,0.80902,0.11983
17,20,8,0.87657,0.07807
17,20,9,0.87937,0.09288
17,20,10,0.82725,0.11759
18,0,0,0.76042,0.128
18,1,0,0.49573,0.25741
18,1,1,-8E-05,0.53454
18,1,2,-8E-05,0.53458
18,1,3,0,0.5353
18,1,4,0.49626,0.2654
18,1,5,-2E-05,0.53496
18,1,6,0.51438,0.2549
18,1,7,0.75043,0.16847
18,1,8,0,0.53531
18,1,9,0.50378,0.25563
18,1,10,0.49629,0.27357
18,2,0,0.7893,0.11155
18,2,1,-0.00011,0.53441
18,2,2,0.75423,0.12321
18,2,3,0,0.53546
18,2,4,-0.0001,0.53447
18,2,5,0.68829,0.22267
18,2,6,0.78604,0.12105
18,2,7,0.70726,0.19963
18,2,8,0.61078,0.19547
18,2,9,0.51362,0.26302
18,2,10,0.79498,0.10333
18,3,0,0.7929,0.12112
18,3,1,-9E-05,0.53451
18,3,2,0.8301,0.10988
18,3,3,0.81103,0.11447
18,3,4,0.7603,0.12214
18,3,5,0.80708,0.11584
18,3,6,0.85575,0.10929
18,3,7,0.81558,0.11332
18,3,8,0.86731,0.10149
18,3,9,0.81573,0.11793
18,3,10,0.83889,0.10464
18,4,0,0.79163,0.11227
18,4,1,0.789,0.11928
18,4,2,0.85028,0.10994
18,4,3,0.82134,0.10766
18,4,4,0.80757,0.12989
18,4,5,0.86599,0.09748
18,4,6,0.82845,0.1026
18,4,7,0.89937,0.09581
18,4,8,0.79564,0.12718
18,4,9,0.84571,0.10591
18,4,10,0.85745,0.10194
18,5,0,0.86472,0.08305
18,5,1,0.78665,0.13078
18,5,2,0.88201,0.09515
18,5,3,0.85672,0.08921
18,5,4,0.81311,0.10622
18,5,5,0.82383,0.10364
18,5,6,0.79713,0.11674
18,5,7,0.86279,0.096
18,5,8,0.83129,0.1143
18,5,9,0.82521,0.09905
18,5,10,0.82524,0.1057
18,6,0,0.84536,0.09745
18,6,1,-7E-05,0.53462
18,6,2,0.80348,0.12555
18,6,3,0.78717,0.11943
18,6,4,0.83815,0.09832
18,6,5,-8E-05,0.53457
18,6,6,0.82883,0.10369
18,6,7,0.84813,0.09311
18,6,8,0.87438,0.08905
18,6,9,0.82848,0.10067
18,6,10,0.81266,0.11919
18,7,0,0.81614,0.10469
18,7,1,0.79747,0.10424
18,7,2,-6E-05,0.53465
18,7,3,0.84458,0.11045
18,7,4,0.85944,0.09964
18,7,5,0.88673,0.08519
18,7,6,0.83331,0.11441
18,7,7,0.85347,0.10491
18,7,8,0.87603,0.09366
18,7,9,0.82283,0.0939
18,7,10,0.85369,0.08342
18,8,0,0.84812,0.09835
18,8,1,-0.00011,0.53444
18,8,2,-8E-05,0.53458
18,8,3,0.87798,0.08933
18,8,4,0.88601,0.09677
18,8,5,0.86109,0.10064
18,8,6,0.8521,0.10083
18,8,7,0.861,0.08236
18,8,8,0.76616,0.12829
18,8,9,0.85739,0.08778
18,8,10,0.85793,0.09242
18,9,0,0.8287,0.08931
18,9,1,-0.00011,0.5344
18,9,2,-6E-05,0.53465
18,9,3,0.863,0.09332
18,9,4,0.8317,0.09811
